file,section,id,commons_title,author,license,license_url,source_page
dhyana/zen-meditation.jpg,dhyana,zen-meditation,File:Kodo Sawaki Zazen.jpg,Unknown authorUnknown author,Public domain,,https://commons.wikimedia.org/wiki/File:Kodo_Sawaki_Zazen.jpg
dhyana/rishikesh-beatles-ashram.jpg,dhyana,rishikesh-beatles-ashram,"File:I am the Eggman, Beatles Ashram, Rishikesh, India.jpg",Chris Dyer Peru,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:I_am_the_Eggman,_Beatles_Ashram,_Rishikesh,_India.jpg"
vyayam/dand.png,vyayam,dand,"File:Dand, Dund, hindu push-up, 1and2.png",RickyBennison,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Dand,_Dund,_hindu_push-up,_1and2.png"
vyayam/baithak.png,vyayam,baithak,"File:Squat, baithak, Hindu squat, possibly 'The Great Gamma'.png",AnonymousUnknown author,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,"https://commons.wikimedia.org/wiki/File:Squat,_baithak,_Hindu_squat,_possibly_%27The_Great_Gamma%27.png"
vyayam/baithak-basic.gif,vyayam,baithak-basic,AI-generated instructional sequence,OpenAI image generation,Project asset,,Generated for KREEDA; requires instructor review before release
vyayam/akhada.jpg,vyayam,akhada,File:GosaniYatra Naga Photo7.jpg,Paramitaprajna,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:GosaniYatra_Naga_Photo7.jpg
vyayam/kushti.jpg,vyayam,kushti,File:Kushti in Pakistan.jpg,Kedar Iyer,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Kushti_in_Pakistan.jpg
vyayam/gada.jpg,vyayam,gada,File:Rediscovering Inida A Sketch Of The Religious Sects Of The Hindus Vol 11 (IA rediscoveringini022629mbp).pdf,WILSON.H.H.,Public domain,,https://commons.wikimedia.org/wiki/File:Rediscovering_Inida_A_Sketch_Of_The_Religious_Sects_Of_The_Hindus_Vol_11_(IA_rediscoveringini022629mbp).pdf
vyayam/jori.jpg,vyayam,jori,"File:Old Tracks and Routes in Newtown (Plate LIV, p. 272).jpg",Frank Bergen Kelley et. al.,Public domain,,"https://commons.wikimedia.org/wiki/File:Old_Tracks_and_Routes_in_Newtown_(Plate_LIV,_p._272).jpg"
vyayam/indian-clubs.jpg,vyayam,indian-clubs,File:The Victorian naturalist (IA victoriannatural118841885fiel).pdf,Field Naturalists' Club of Victoria,Public domain,,https://commons.wikimedia.org/wiki/File:The_Victorian_naturalist_(IA_victoriannatural118841885fiel).pdf
vyayam/nal.jpg,vyayam,nal,File:Annual Report of the Archaeological Survey of India Vol 17.pdf,Alexander Cunningham,Public domain,,https://commons.wikimedia.org/wiki/File:Annual_Report_of_the_Archaeological_Survey_of_India_Vol_17.pdf
vyayam/mallakhamb.jpg,vyayam,mallakhamb,File:Mallakhamb area.JPG,Pdesai2702,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Mallakhamb_area.JPG
vyayam/kalaripayattu.jpg,vyayam,kalaripayattu,File:Kalaripayattu mock combat in rural Kerala.jpg,Ginu Plathottam,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:Kalaripayattu_mock_combat_in_rural_Kerala.jpg
vyayam/great-gama.jpg,vyayam,great-gama,File:The Indian Wrestler Gama.jpg,Unknown photographer,Public domain,,https://commons.wikimedia.org/wiki/File:The_Indian_Wrestler_Gama.jpg
vyayam/mudgar.jpg,vyayam,mudgar,File:Mexican Juggler at an Indian Circus.jpg,RioRiyoRio,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Mexican_Juggler_at_an_Indian_Circus.jpg
yoga/surya-namaskar.jpg,yoga,surya-namaskar,File:Surya Namaskar sculpture at IGIA T3 (cropped).jpg,Wiki-uk,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Surya_Namaskar_sculpture_at_IGIA_T3_(cropped).jpg
yoga/tadasana.jpg,yoga,tadasana,File:Tadasana - Yoga Art and Science.jpg,Witold Fitz-Simon,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,https://commons.wikimedia.org/wiki/File:Tadasana_-_Yoga_Art_and_Science.jpg
yoga/vrikshasana.png,yoga,vrikshasana,File:Tree pose at home.png,Plankfad,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Tree_pose_at_home.png
yoga/padahastasana.jpg,yoga,padahastasana,File:Padahastasana yoga posture.jpg,Jemasty,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Padahastasana_yoga_posture.jpg
yoga/ardha-chakrasana.jpg,yoga,ardha-chakrasana,File:Dhanurasana.jpg,Joseph RENGER,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Dhanurasana.jpg
yoga/trikonasana.jpg,yoga,trikonasana,File:Trikonasana Yoga-Asana Nina-Mel.jpg,Kennguru,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Trikonasana_Yoga-Asana_Nina-Mel.jpg
yoga/natarajasana.jpg,yoga,natarajasana,File:Mr-yoga-lord of dance 5.jpg,Mr. Yoga,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Mr-yoga-lord_of_dance_5.jpg
yoga/bhadrasana.jpg,yoga,bhadrasana,File:Bhadrasana posture.jpg,DayakSibiriak,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Bhadrasana_posture.jpg
yoga/vajrasana.jpg,yoga,vajrasana,File:Raja vajrasana.jpg,Marcocarvalho,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Raja_vajrasana.jpg
yoga/ushtrasana.jpg,yoga,ushtrasana,File:Ustrasana - Camel Pose.jpg,lululemon athletica,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Ustrasana_-_Camel_Pose.jpg
yoga/shashankasana.jpg,yoga,shashankasana,File:Balasana zamkovoi.jpg,Sezam777,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Balasana_zamkovoi.jpg
yoga/uttana-mandukasana.jpg,yoga,uttana-mandukasana,File:Bound cobra pose in Sparsa Yoga.jpg,Akhlispurnomo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Bound_cobra_pose_in_Sparsa_Yoga.jpg
yoga/vakrasana.jpg,yoga,vakrasana,File:Ardha-Matsyendrasana Yoga-Asana Nina-Mel.jpg,Kennguru,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Ardha-Matsyendrasana_Yoga-Asana_Nina-Mel.jpg
yoga/paschimottanasana.jpg,yoga,paschimottanasana,File:Paschimottanasana.jpg,Joseph RENGER,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Paschimottanasana.jpg
yoga/gomukhasana.jpg,yoga,gomukhasana,File:Gomukhasana Yoga-Asana Nina-Mel.jpg,Kennguru,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Gomukhasana_Yoga-Asana_Nina-Mel.jpg
yoga/siddhasana.jpg,yoga,siddhasana,File:Siddhasana mulher.jpg,Marcocarvalho,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Siddhasana_mulher.jpg
yoga/simhasana.jpg,yoga,simhasana,File:Mr-yoga-lion-pose-in-garland-pose.jpg,Mr. Yoga,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Mr-yoga-lion-pose-in-garland-pose.jpg
yoga/makarasana.jpg,yoga,makarasana,File:Makarasana in Yogasopana.jpg,Yogi Ghamande,Public domain,,https://commons.wikimedia.org/wiki/File:Makarasana_in_Yogasopana.jpg
yoga/bhujangasana.jpg,yoga,bhujangasana,"File:Bhujangasana, Heinz Grill 1992.jpg","Martin Sinzinger, Fotograf",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Bhujangasana,_Heinz_Grill_1992.jpg"
yoga/bhujangasana.gif,yoga,bhujangasana,AI-generated instructional sequence,OpenAI image generation,Project asset,,Generated for KREEDA; requires instructor review before release
yoga/shalabhasana.jpg,yoga,shalabhasana,File:Salabhasana in Uzan Bazar.jpg,Donvikro,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Salabhasana_in_Uzan_Bazar.jpg
yoga/dhanurasana.jpg,yoga,dhanurasana,File:Dhanurasana in Yogasopana Purvacatuska 1905.jpg,Yogi Ghamande,Public domain,,https://commons.wikimedia.org/wiki/File:Dhanurasana_in_Yogasopana_Purvacatuska_1905.jpg
yoga/setubandhasana.jpg,yoga,setubandhasana,"File:Setu Bandhasana, Heinz Grill 1992.jpg","Martin Sinzinger, Fotograf",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Setu_Bandhasana,_Heinz_Grill_1992.jpg"
yoga/uttanapadasana.jpg,yoga,uttanapadasana,File:Viparita-Karani Yoga-Asana Nina-Mel.jpg,Kennguru,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Viparita-Karani_Yoga-Asana_Nina-Mel.jpg
yoga/halasana.jpg,yoga,halasana,File:Plough pose halasana.jpg,Drchirag patel,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Plough_pose_halasana.jpg
yoga/pavanamuktasana.jpg,yoga,pavanamuktasana,File:Shavasana.jpg,Joseph RENGER,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Shavasana.jpg
yoga/matsyasana.jpg,yoga,matsyasana,"File:Matsyasana, Heinz Grill 1992.jpg","Martin Sinzinger, Fotograf",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Matsyasana,_Heinz_Grill_1992.jpg"
yoga/chakrasana.jpg,yoga,chakrasana,File:Chakrasana wheel pose yoga.jpg,Perzonseo Webbyra,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Chakrasana_wheel_pose_yoga.jpg
yoga/sarvangasana.jpg,yoga,sarvangasana,File:Sarvāṅgāsana ◦ Shoulderstand I yoga āsana.jpg,Adishankaracharya108,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Sarv%C4%81%E1%B9%85g%C4%81sana_%E2%97%A6_Shoulderstand_I_yoga_%C4%81sana.jpg
yoga/sirsasana.jpg,yoga,sirsasana,File:Mr-yoga-headstand-5-6.jpg,Mr. Yoga,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Mr-yoga-headstand-5-6.jpg
yoga/shavasana.jpg,yoga,shavasana,File:Shavasana.jpg,Joseph RENGER,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Shavasana.jpg
yoga/nadi-shodhana.jpg,yoga,nadi-shodhana,File:Yoga instructor practising Pranayama.jpg,Pinkpanther0,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Yoga_instructor_practising_Pranayama.jpg
yoga/bhramari.jpg,yoga,bhramari,File:Bhramari Pranayama - International Day of Yoga Celebration - NCSM - Kolkata 2017-06-21 2448.JPG,Biswarup Ganguly,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Bhramari_Pranayama_-_International_Day_of_Yoga_Celebration_-_NCSM_-_Kolkata_2017-06-21_2448.JPG
yoga/kapalabhati.jpg,yoga,kapalabhati,File:Tanumânasî kapalabhati (cropped).JPG,"Jesús Bonilla ""Tanumânasî""",Public domain,,https://commons.wikimedia.org/wiki/File:Tanum%C3%A2nas%C3%AE_kapalabhati_(cropped).JPG
yoga/patanjali.jpg,yoga,patanjali,File:Patanjali Statue.jpg,User:Alokprasad,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Patanjali_Statue.jpg
yoga/vivekananda-chicago.jpg,yoga,vivekananda-chicago,File:Swami Vivekananda 1893 Chicago image Harrison.jpg,Thomas Harrison,Public domain,,https://commons.wikimedia.org/wiki/File:Swami_Vivekananda_1893_Chicago_image_Harrison.jpg
yoga/international-yoga-day.jpg,yoga,international-yoga-day,File:WORLD YOGA DAY Victoriya Kolkata.jpg,Susovan Chakraborty5,CC0,http://creativecommons.org/publicdomain/zero/1.0/deed.en,https://commons.wikimedia.org/wiki/File:WORLD_YOGA_DAY_Victoriya_Kolkata.jpg
yoga/ardha-chakrasana.jpg,yoga,ardha-chakrasana,File:Ardha Chakrasana.jpg,Kajalkpandey,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Ardha_Chakrasana.jpg
yoga/pavanamuktasana.jpg,yoga,pavanamuktasana,File:A style of pavanamuktasana 1.JPG,Thamizhpparithi Maari,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:A_style_of_pavanamuktasana_1.JPG
yoga/ardha-halasana.jpg,yoga,ardha-halasana,File:Legs constained Iyengaar Yoga.jpg,User:Quadell took this photo.,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Legs_constained_Iyengaar_Yoga.jpg
vyayam/sapate.png,vyayam,sapate,File:Training design characteristics of included studies studies investigating concurrent endurance and resistance exercise.png,"Authors of the study: Henrik Petré, Erik Hemmingsson, Hans Rosdahl & Niklas Psilander",CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Training_design_characteristics_of_included_studies_studies_investigating_concurrent_endurance_and_resistance_exercise.png
vyayam/vyayam-mobility-drills.jpg,vyayam,vyayam-mobility-drills,File:Hygiene & diseases of warm climates (IA b21912245).pdf,"Davidson, Andrew, b. 1836
Royal College of Physicians of Edinburgh",Public domain,,https://commons.wikimedia.org/wiki/File:Hygiene_%26_diseases_of_warm_climates_(IA_b21912245).pdf
vyayam/gada.jpg,vyayam,gada,File:EB1911 - Mace - Fig. 1.—Group of War Maces of the 15th and 16th centuries.jpg,AnonymousUnknown author,Public domain,,https://commons.wikimedia.org/wiki/File:EB1911_-_Mace_-_Fig._1.%E2%80%94Group_of_War_Maces_of_the_15th_and_16th_centuries.jpg
vyayam/mallakhamb.jpg,vyayam,mallakhamb,File:Mallakhamba performs on the pole.jpg,Aliva Sahoo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Mallakhamba_performs_on_the_pole.jpg
vyayam/sapate.png,vyayam,sapate,File:Training design characteristics of included studies studies investigating concurrent endurance and resistance exercise.png,"Authors of the study: Henrik Petré, Erik Hemmingsson, Hans Rosdahl & Niklas Psilander",CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Training_design_characteristics_of_included_studies_studies_investigating_concurrent_endurance_and_resistance_exercise.png
vyayam/vyayam-mobility-drills.jpg,vyayam,vyayam-mobility-drills,File:Hygiene & diseases of warm climates (IA b21912245).pdf,"Davidson, Andrew, b. 1836
Royal College of Physicians of Edinburgh",Public domain,,https://commons.wikimedia.org/wiki/File:Hygiene_%26_diseases_of_warm_climates_(IA_b21912245).pdf
yoga/surya-namaskar.jpg,yoga,surya-namaskar,File:Surya Namaskar sculpture at IGIA T3 (cropped).jpg,Wiki-uk,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Surya_Namaskar_sculpture_at_IGIA_T3_(cropped).jpg
yoga/tadasana.jpg,yoga,tadasana,File:Tadasana - Yoga Art and Science.jpg,Witold Fitz-Simon,CC BY-SA 2.5,https://creativecommons.org/licenses/by-sa/2.5,https://commons.wikimedia.org/wiki/File:Tadasana_-_Yoga_Art_and_Science.jpg
yoga/vrikshasana.png,yoga,vrikshasana,File:Tree pose at home.png,Plankfad,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Tree_pose_at_home.png
yoga/padahastasana.jpg,yoga,padahastasana,File:Padahastasana yoga posture.jpg,Jemasty,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Padahastasana_yoga_posture.jpg
yoga/ardha-chakrasana.jpg,yoga,ardha-chakrasana,File:Ardha Chakrasana.jpg,Kajalkpandey,CC BY 4.0,https://creativecommons.org/licenses/by/4.0,https://commons.wikimedia.org/wiki/File:Ardha_Chakrasana.jpg
yoga/trikonasana.jpg,yoga,trikonasana,File:Trikonasana Yoga-Asana Nina-Mel.jpg,Kennguru,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Trikonasana_Yoga-Asana_Nina-Mel.jpg
yoga/natarajasana.jpg,yoga,natarajasana,File:Mr-yoga-lord of dance 5.jpg,Mr. Yoga,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Mr-yoga-lord_of_dance_5.jpg
yoga/bhadrasana.jpg,yoga,bhadrasana,File:Bhadrasana posture.jpg,DayakSibiriak,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Bhadrasana_posture.jpg
yoga/vajrasana.jpg,yoga,vajrasana,File:Raja vajrasana.jpg,Marcocarvalho,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Raja_vajrasana.jpg
yoga/ushtrasana.jpg,yoga,ushtrasana,File:Ustrasana - Camel Pose.jpg,lululemon athletica,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Ustrasana_-_Camel_Pose.jpg
yoga/shashankasana.jpg,yoga,shashankasana,File:Balasana zamkovoi.jpg,Sezam777,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Balasana_zamkovoi.jpg
yoga/uttana-mandukasana.jpg,yoga,uttana-mandukasana,File:Bound cobra pose in Sparsa Yoga.jpg,Akhlispurnomo,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Bound_cobra_pose_in_Sparsa_Yoga.jpg
yoga/vakrasana.jpg,yoga,vakrasana,File:Ardha-Matsyendrasana Yoga-Asana Nina-Mel.jpg,Kennguru,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Ardha-Matsyendrasana_Yoga-Asana_Nina-Mel.jpg
yoga/paschimottanasana.jpg,yoga,paschimottanasana,File:Paschimottanasana.jpg,Joseph RENGER,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Paschimottanasana.jpg
yoga/gomukhasana.jpg,yoga,gomukhasana,File:Gomukhasana Yoga-Asana Nina-Mel.jpg,Kennguru,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Gomukhasana_Yoga-Asana_Nina-Mel.jpg
yoga/siddhasana.jpg,yoga,siddhasana,File:Siddhasana mulher.jpg,Marcocarvalho,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Siddhasana_mulher.jpg
yoga/simhasana.jpg,yoga,simhasana,File:Mr-yoga-lion-pose-in-garland-pose.jpg,Mr. Yoga,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Mr-yoga-lion-pose-in-garland-pose.jpg
yoga/makarasana.jpg,yoga,makarasana,File:Makarasana in Yogasopana.jpg,Yogi Ghamande,Public domain,,https://commons.wikimedia.org/wiki/File:Makarasana_in_Yogasopana.jpg
yoga/bhujangasana.jpg,yoga,bhujangasana,"File:Bhujangasana, Heinz Grill 1992.jpg","Martin Sinzinger, Fotograf",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Bhujangasana,_Heinz_Grill_1992.jpg"
yoga/shalabhasana.jpg,yoga,shalabhasana,File:Salabhasana in Uzan Bazar.jpg,Donvikro,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Salabhasana_in_Uzan_Bazar.jpg
yoga/dhanurasana.jpg,yoga,dhanurasana,File:Dhanurasana in Yogasopana Purvacatuska 1905.jpg,Yogi Ghamande,Public domain,,https://commons.wikimedia.org/wiki/File:Dhanurasana_in_Yogasopana_Purvacatuska_1905.jpg
yoga/setubandhasana.jpg,yoga,setubandhasana,"File:Setu Bandhasana, Heinz Grill 1992.jpg","Martin Sinzinger, Fotograf",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Setu_Bandhasana,_Heinz_Grill_1992.jpg"
yoga/uttanapadasana.jpg,yoga,uttanapadasana,File:Viparita-Karani Yoga-Asana Nina-Mel.jpg,Kennguru,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,https://commons.wikimedia.org/wiki/File:Viparita-Karani_Yoga-Asana_Nina-Mel.jpg
yoga/ardha-halasana.jpg,yoga,ardha-halasana,File:Legs constained Iyengaar Yoga.jpg,User:Quadell took this photo.,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Legs_constained_Iyengaar_Yoga.jpg
yoga/halasana.jpg,yoga,halasana,File:Plough pose halasana.jpg,Drchirag patel,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:Plough_pose_halasana.jpg
yoga/pavanamuktasana.jpg,yoga,pavanamuktasana,File:A style of pavanamuktasana 1.JPG,Thamizhpparithi Maari,CC BY-SA 3.0,https://creativecommons.org/licenses/by-sa/3.0,https://commons.wikimedia.org/wiki/File:A_style_of_pavanamuktasana_1.JPG
yoga/matsyasana.jpg,yoga,matsyasana,"File:Matsyasana, Heinz Grill 1992.jpg","Martin Sinzinger, Fotograf",CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,"https://commons.wikimedia.org/wiki/File:Matsyasana,_Heinz_Grill_1992.jpg"
yoga/chakrasana.jpg,yoga,chakrasana,File:Chakrasana wheel pose yoga.jpg,Perzonseo Webbyra,CC BY 2.0,https://creativecommons.org/licenses/by/2.0,https://commons.wikimedia.org/wiki/File:Chakrasana_wheel_pose_yoga.jpg
yoga/sarvangasana.jpg,yoga,sarvangasana,File:Sarvāṅgāsana ◦ Shoulderstand I yoga āsana.jpg,Adishankaracharya108,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Sarv%C4%81%E1%B9%85g%C4%81sana_%E2%97%A6_Shoulderstand_I_yoga_%C4%81sana.jpg
yoga/sirsasana.jpg,yoga,sirsasana,File:Mr-yoga-headstand-5-6.jpg,Mr. Yoga,CC BY-SA 4.0,https://creativecommons.org/licenses/by-sa/4.0,https://commons.wikimedia.org/wiki/File:Mr-yoga-headstand-5-6.jpg
yoga/shavasana.jpg,yoga,shavasana,File:Shavasana.jpg,Joseph RENGER,CC BY-SA 3.0,http://creativecommons.org/licenses/by-sa/3.0/,https://commons.wikimedia.org/wiki/File:Shavasana.jpg
